"ID";"SculpName";"Photo";"Author";"ManufactYear";"Material";"Description";"LocationPlace";"Longitude_WGS84";"Latitude_WGS84";"global_id";"geodata_center";"geoarea";
"330";"«Всеволод II» (Бюст)";"3b7d4aa7-cc61-4e8d-97d5-96d34f2a3a5d";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058809470";"";"";
"331";"«Иоанн IV» (Бюст)";"a706dde4-5dec-4b3c-b33a-cdf2f3cfcd38";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058809633";"";"";
"332";"«Георгий III» (Бюст)";"43805b98-ab81-481c-a785-4feeaf9f42ef";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.6141";"55.766447";"1058809732";"";"";
"333";"«Георгий II» (Бюст)";"988c3175-edc8-4a57-87b1-87d9b10df0d5";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058809991";"";"";
"334";"«Всеволод» (Бюст)";"a5ff723e-48c9-4b00-b4c9-3c712d6b83bc";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810080";"";"";
"335";"«Алексей» (Бюст)";"351b0d84-13e7-4afc-aa70-d80ef97a5ebe";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810185";"";"";
"336";"«Василий IV» (Бюст)";"3d02a8d0-8a01-4ebe-a16e-34ca4edcef96";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810371";"";"";
"337";"«Даниил I» (Бюст)";"0d61db5d-10c4-4327-a21f-c83b848e8f3d";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810569";"";"";
"338";"«Игорь I» (Бюст)";"64f769b3-79be-444f-bd83-4cd8010565d0";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810590";"";"";
"339";"«Василий III» (Бюст)";"a753be92-9086-45b7-8db4-f42cffd66cfd";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810719";"";"";
"340";"«Иоанн III» (Бюст)";"affe318a-a6b2-4423-a047-1c025ba3173f";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058810979";"";"";
"341";"«Святополк II» (Бюст)";"69bced15-6043-4890-9a16-fedd818c5d37";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811092";"";"";
"342";"«Ярослав II» (Бюст)";"91658496-48e5-4af1-9b0d-0a0bc6e55de8";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811198";"";"";
"343";"«Петр I» (Бюст)";"8da56656-85c9-445c-8cbc-aa99c3b19ff5";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811301";"";"";
"344";"«Иоанн V» (Бюст)";"bac8b994-b61d-4784-8c76-9a76cdbf14e8";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811388";"";"";
"345";"«Екатерина II» (Бюст)";"e88a57db-3460-4169-b05f-42691877df51";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811546";"";"";
"346";"«Дмитрий II» (Бюст)";"1c26713d-afbb-492c-a2b2-efeb039271c5";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811636";"";"";
"347";"«Ярополк» (Бюст)";"46d4a072-4dae-44d0-b09d-779934eabf55";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811738";"";"";
"348";"«Михаил» (Бюст)";"c2d2d404-c94b-46f4-b4f7-1ddda14f5881";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058811933";"";"";
"349";"«Лжедмитрий» (Бюст)";"d1fed231-db9b-4778-a71c-cbfb6454ec8f";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058812117";"";"";
"350";"«Павел I» (Бюст)";"d9f439a6-d02c-43fa-a4fa-10969f66bedd";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866282";"";"";
"351";"«Феодор II» (Бюст)";"9a51fcb8-8a0c-4dc1-9ad1-fe0d817b94de";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866365";"";"";
"352";"«Семион I» (Бюст)";"e373487b-e467-4769-8a7f-0115e9b5d461";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866452";"";"";
"353";"«Александр II» (Бюст)";"30dcba1e-7987-4386-b9fb-2f601fec5865";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866543";"";"";
"354";"«Василий V» (Бюст)";"a552376f-19a4-45ff-bc56-0eb115ceccb5";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866624";"";"";
"355";"«Ярослав II» (Бюст)";"ce99fb07-77c8-4e62-ae59-9fa3b28f3b6b";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866714";"";"";
"356";"«Изяслав» (Бюст)";"8dc51146-1b0c-47e4-9127-e346f5464a01";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866795";"";"";
"357";"Бюст неизвестного";"3ca644e7-5e1f-4247-8926-70301660cfd7";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058866886";"";"";
"358";"Бюст неизвестного";"46cebf74-04ae-4f28-a886-8e2315b09458";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867097";"";"";
"359";"«Георгий Победоносец» (Вариант)";"4e0fe1f9-557e-4cb4-81b8-bfae075d4c80";"Церетели Зураб Константинович";"";"Алюминий, бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867239";"";"";
"360";"«Александр I»";"2900cfe7-1dfd-46ce-a3f6-e509b0c0d458";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867240";"";"";
"361";"«Покров Богоматери»";"b64ecae9-6459-4e40-9705-98b71fddd606";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867282";"";"";
"362";"«Крест»";"1a892f12-b30e-4287-af62-a894ae81e737";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867374";"";"";
"363";"«Н.Н. Миклухо-Маклай с супругой»";"1fe93c0b-987f-4555-a261-7f696b2f2c98";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867450";"";"";
"364";"Композиция «Куликовская битва»";"195ce783-23a6-49d7-9b8c-6800a6ab146a";"Церетели Зураб Константинович";"";"Медь, бронза, эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867622";"";"";
"365";"Композиция «Война тысяча восемьсот двенадцатого года»";"9ebdc906-1ad2-44a1-9525-99d7d89c7964";"Церетели Зураб Константинович";"";"Медь, бронза, эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867735";"";"";
"366";"«Гагарин» (Бюст)";"c0b3efd9-aa12-46de-893c-511a5420ab85";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867850";"";"";
"367";"«Иоанн четвёртый Грозный»";"5dafad99-dfe1-4fbc-b5f2-2564f7bcdbd6";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867921";"";"";
"368";"«Композиция в память о жертвах Холокоста»";"534cb8f0-1cf0-43c4-b72e-1eb24ec3f9d4";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058867995";"";"";
"369";"«Папа Иоанн Павел II»";"a3e12576-6989-426b-8335-ddc67290c3e4";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868104";"";"";
"370";"«Святая Нина»";"23295df8-2166-4868-b986-0b5423eec431";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868207";"";"";
"371";"«Афина»";"1b3761b7-077e-4dec-bea9-587e75e244a3";"Церетели Зураб Константинович";"";"Медь, гранит";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868303";"";"";
"372";"«Апостол Павел»";"fbe4b6ae-e99d-4aec-9e22-3e4e7415b798";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868428";"";"";
"373";"«Еврей» Из серии «Горожане»";"f45a5692-0079-4d09-ae06-c051c03bf349";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868461";"";"";
"374";"«В здоровом теле здоровый дух»";"3813b972-8ae9-4aae-b505-f16564a2e4b8";"Церетели Зураб Константинович";"2003";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868508";"";"";
"375";"«Борис Пастернак»";"29079406-2868-44a2-b7a2-0dd244db8400";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868773";"";"";
"376";"«Композиция на античные сюжеты»";"a1206a76-9a03-4d48-b4aa-1668fb87236c";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868857";"";"";
"377";"«Св.Георгий Победоносец»";"d3189a6f-5107-44df-b5b3-9f78c8caa973";"Церетели Зураб Константинович";"1990";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058868950";"";"";
"378";"«Св.Георгий Победоносец»";"80b61a60-6849-4271-b500-358d2190baf5";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869079";"";"";
"379";"«Св.Георгий Победоносец»";"cd4e38d2-5e5e-456e-b4ab-073391753ed2";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869178";"";"";
"380";"«Св.Георгий Победоносец»";"3277e7e1-4dd8-42f3-ac82-3fad3ec662ab";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869263";"";"";
"381";"«Св.Георгий Победоносец»";"a722a4f0-cde0-4625-9dd5-19ab5b019c68";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869369";"";"";
"382";"«Св.Георгий Победоносец»";"16ac723f-f740-44d7-b2f1-a196c5d610cf";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869435";"";"";
"383";"«Св.Георгий Победоносец»";"1ead6cea-77ff-42a3-ac81-b269d50cd1a8";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869683";"";"";
"384";"«Св.Георгий Победоносец»";"38fe525f-a006-484f-9347-3a75e920e3f6";"Церетели Зураб Константинович";"1990";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869753";"";"";
"385";"«Свеча» (Малая)";"844e1d61-762b-44e3-94fc-ab27a640b472";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058869925";"";"";
"386";"«Свеча» (Средняя)";"a01d9cfc-c5c7-4fa9-a306-1f3cdbf4f66c";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870068";"";"";
"387";"«Свеча» (Большая)";"97c419dc-412a-4923-993c-9215952e39f2";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870258";"";"";
"388";"«Конь»";"84a21650-89e0-4f06-be80-a2fc8b7bf231";"Церетели Зураб Константинович";"";"Алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870325";"";"";
"389";"«Конь»";"8074d71e-7d72-4aed-a1bf-abbb0e3eadf8";"Церетели Зураб Константинович";"";"Алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870402";"";"";
"390";"«Ирина» (Бюст)";"db658b74-787b-4b9f-b539-b0dfe02ea17d";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870484";"";"";
"391";"«Сила» Скульптурная композиция «Сила и Справедливость»";"b86aadca-bec4-448d-8266-5825074c9464";"Церетели Зураб Константинович";"2001";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870618";"";"";
"392";"«Справедливость» Скульптурная композиция «Сила и Справедливость»";"078a1788-1137-45fe-8e79-030f49b1e820";"Церетели Зураб Константинович";"2001";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870892";"";"";
"393";"«Машина счастья»";"aebb1b7c-5dc9-45a6-ac17-3a6fcb876bba";"Церетели Зураб Константинович";"";"Бронза, металл";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058870940";"";"";
"394";"«Ангел» Рельеф. Левая часть. Триптих.";"835d9e3b-2d16-4c0f-9f23-eee8b7c79ac6";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871060";"";"";
"395";"«Ангел» Рельеф. Правая часть. Триптих.";"aa71f229-3c9d-487f-b5a5-a8f4c1afe598";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871167";"";"";
"396";"«Композиция с инструментами муз»";"34ce550f-cca7-49a3-9824-884b5da0a856";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871251";"";"";
"397";"«Композиция со св.Ниной»";"3d1c7204-d444-494a-91fb-3b347603eb3e";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871333";"";"";
"398";"«Композиция с тремя воинами»";"cfc4125e-1dce-4859-a995-288519bbc461";"Церетели Зураб Константинович";"";"Бетонн, металл, серебрянка";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871408";"";"";
"399";"«Композиция с танцующим мужчиной»";"b1dbd7fd-2d9c-4f67-bb4b-8d7efae4b400";"Церетели Зураб Константинович";"";"Бетон, металл, серебрянка";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871481";"";"";
"400";"«Крест из лозы»";"704debea-0f7e-4d8e-958b-cf125d1460e0";"Церетели Зураб Константинович";"";"Алюминий, бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871558";"";"";
"401";"«Крест из лозы»";"21900a6d-0181-4dfe-8283-7e4807b8a2cb";"Церетели Зураб Константинович";"";"Алюминий, бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871809";"";"";
"402";"«Пиросмани»";"440c8149-1630-40ca-92fd-730fdd5c89fc";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058871915";"";"";
"403";"«Бальзак»";"a21d451d-5a07-4b15-96fe-65e23d15a197";"Церетели Зураб Константинович";"1998";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872125";"";"";
"404";"«Сон»";"cdfa503d-8dc5-40b7-a14f-f6481f035fa5";"Церетели Зураб Константинович";"";"Гранит";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872204";"";"";
"405";"«Верблюд»";"8fadf024-eede-4597-9879-d70006c52668";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872213";"";"";
"406";"«Св.Нина» (Вариант)";"70b88078-812a-4a09-b6a4-01ddf44ed3b0";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872438";"";"";
"407";"Без названия (Носорог)";"eff32268-03a2-4109-afeb-5f89392cb7f6";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872599";"";"";
"408";"Без названия (Две мартышки на удаве)";"0808b255-10bd-47bd-aaab-7d5168cc2a26";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872662";"";"";
"409";"Без названия (Бегемот)";"fa7e5042-3918-4aed-9cf4-ba1fbefdcb03";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872798";"";"";
"410";"Без названия (Слон)";"57f42e4a-77bf-46c7-ada7-243c86be58f6";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872917";"";"";
"411";"Без названия (Лев)";"9456bad6-f5ad-437b-9cf6-3b111aee60b5";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058872946";"";"";
"412";"«Св.Георгий» (Вариант)";"b62a6670-c3d9-4599-8413-291f5459f009";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873058";"";"";
"413";"«Композиция с Евангельскими сюжетами»";"9c0b0e86-3019-48de-9718-69b194fa047b";"Церетели Зураб Константинович";"";"Бронза, позолота";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873162";"";"";
"414";"«Композиция с Троицей»";"d302cc46-b38a-4812-9843-084e371d7b86";"Церетели Зураб Константинович";"";"Бронза, позолота";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873246";"";"";
"415";"«Композиция с двумя Архангелами»";"802388e9-e13e-4228-91c9-85bdaed242d4";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873562";"";"";
"416";"Без названия (Композиция с головами и торсами)";"49fd0224-91d1-40d5-a6c9-a6f58722f506";"Церетели Зураб Константинович";"";"Медь, позолота";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873744";"";"";
"417";"«Колумб» (Вариант в яйце)";"04aefb1e-bbd6-408f-a13c-2721b6ce9809";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058873907";"";"";
"418";"«Колумб» (Вариант)";"e60c2a2f-acec-403b-85a8-a2302401ab6d";"Церетели Зураб Константинович";"";"Бронза, камень, золочение";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874030";"";"";
"419";"«Колумб» (Вариант)";"01896849-6792-4f1a-9850-6858caae0ef5";"Церетели Зураб Константинович";"";"Бронза, камень, золочение";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874111";"";"";
"420";"Без названия (Рельефное панно с паутиной)";"dd2403da-2ca6-4ce2-9275-fd79def07023";"Церетели Зураб Константинович";"";"Медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874336";"";"";
"421";"«Петр I»";"d6053a82-c7c3-4587-afd5-a2b362b3b703";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874582";"";"";
"422";"«Красная площадь»";"8d071bbf-ec48-4b35-bbc8-a2d4731a1ab4";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874674";"";"";
"423";"«Музы»";"8080586d-6306-4c2f-81db-ef9ecbc915db";"Церетели Зураб Константинович";"";"Медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874805";"";"";
"424";"«Чудо в Хонех»";"af125c02-96f6-4ea6-837e-6cb05b5a3f5d";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874864";"";"";
"425";"«Вход в Иерусалим»";"aad7cb3c-4c55-4ef1-ba16-15c2df1c83c5";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058874882";"";"";
"426";"«Святая Троица»";"ec8e4a73-5994-43e5-b329-096243f3608d";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058875148";"";"";
"427";"«Флор и Лавр»";"21723ccc-87ce-4dd8-895c-29ddaf18341e";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058875271";"";"";
"428";"Без названия (Рельефное панно)";"fce8363d-1fe2-4d9f-9a6f-7881253180f5";"Церетели Зураб Константинович";"";"Металл";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058875402";"";"";
"429";"Без названия (Салют)";"660aac07-337a-43d0-a2da-30c077782556";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058875506";"";"";
"430";"Без названия (Въезд в Иерусалим)";"5f058ec5-fab1-4a45-89b6-3c6e1a329a85";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058875587";"";"";
"431";"«Святой Георгий»";"39a6bf39-e2a6-4a52-ad84-81f1b012e74b";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058876088";"";"";
"432";"«Святой Георгий Артемий Дмитрий Прокопий»";"f9b92026-63a0-4abc-b4fc-a5ddbcd6e736";"Церетели Зураб Константинович";"";"Металл, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058876307";"";"";
"433";"Без названия (Композиция с обнаженным)";"fb7bc139-9ed0-45de-bc3d-d7fa8d9de6eb";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058876431";"";"";
"434";"«Пушкин» (Бюст)";"8582efe3-e5dd-4194-80ac-73a3569cbcc0";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058876813";"";"";
"435";"«Композиция с торсом обнаженной девушки»";"1a86f8be-ddb7-43d0-94a9-d9268920e0d4";"Церетели Зураб Константинович";"";"Бронза, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877008";"";"";
"436";"«Композиция с торсом обнаженного юноши»";"427f7318-3ec2-42f3-905e-47dd31adc8d7";"Церетели Зураб Константинович";"";"Бронза, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877055";"";"";
"437";"«Колумб» (Вариант)";"fb9ae9e4-0d82-4984-988c-4b76de4148e6";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877238";"";"";
"438";"«Св.Георгий Победоносец» (Вариант)";"02d7fb41-f82f-481a-9a2a-7bd43b3f53bf";"Церетели Зураб Константинович";"";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877354";"";"";
"439";"«Св.Георгий Победоносец» (Вариант)";"2899ad28-0670-4e12-ad2e-a6f5ede904e1";"Церетели Зураб Константинович";"";"Бронза, алюминий";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877476";"";"";
"440";"«Св.Георгий Победоносец» (Вариант)";"db1fcafa-f1a5-4670-b6e9-bdbe7145d9c3";"Церетели Зураб Константинович";"";"Бронза, медь";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877640";"";"";
"441";"«Лошадь»";"2a0405aa-4532-4cd4-baf4-65f834644821";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877733";"";"";
"442";"«Крокодил»";"25a05b54-f793-4e03-9081-19ea131d9a4e";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877845";"";"";
"443";"«Носорог»";"0e224078-e2a4-4e56-84d5-2175ebed23db";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058877983";"";"";
"444";"«Носорог» (Малый)";"60eb6805-412a-4add-b731-311ad92bf9bb";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878109";"";"";
"445";"«Кабан»";"f77f6fb5-55ac-4342-aec2-2deb7b409425";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878373";"";"";
"446";"«Кабан» (Малый)";"c8377eea-b396-4c31-b69c-ec436c614556";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878488";"";"";
"447";"«Жираф»";"d90af248-b46a-427f-9247-043f1e661c38";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878536";"";"";
"448";"«Жираф» (Малый)";"c953b407-63b6-4984-98d0-3fb92dcf7dc1";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878704";"";"";
"449";"«Тюлень»";"a6f0a5ec-8183-444f-9f64-5dd65ed9bbbc";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058878946";"";"";
